	review	emotion
1674	Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!	neutral
1675	first trip home since diwali. But before that a couple of days in saddi dilli	love
1676	@shawn3k Whoo hoo Chuck! Although it is gloomy out, today is a much better day!	happiness
1677	ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......	happiness
1678	says Happy Mother's Day to all Moms out there  http://plurk.com/p/stkr2	happiness
1679	lunch in the forrest ... its so baron.  fpu is so dead	sadness
1680	@baomoi Thanks b?n Tu?n . Vi?t ban ?ï¿½m, khï¿½ng ch?ng vï¿½ con khï¿½ng qu?y	neutral
1681	@bonbonita Thanks!	neutral
1682	argh, i don't feel too good	worry
1683	shoutout to all the beautiful moms out there that these niggas dont appreciate! some one cares Happy Mothers Day!	love
1684	Laying in bed texting. Good night ya'll	neutral
1685	@Rush23 how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much	happiness
1686	Headache	sadness
1687	@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad	sadness
1688	so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked	happiness
1689	Soo Tired. My head hurts. I Love Andy sooooo much!	sadness
1690	@crust123 there's just no air	sadness
1691	dont look at my toes... put shoes on, then painted big toe!	neutral
1692	BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah	happiness
1693	Sunburnt  Gutted! Hope it's faded by tmw!	worry
1694	Gotta go my phone is on it's last leg so can't promise any update.  3 years I have had it so not bad though  Dumb Blackberry	neutral
1695	today was a lovely day! I had fun with @sarzp and @harryv401 this evening!	love
1696	@iggypintado Thanks  Will Do	love
1697	Ur performance of love sex magic was awesome!	worry
1698	@WayneLiew just need to know what to be cautious about.  being cautious is good.	neutral
1699	I don't want to sit at home on prom night. Someone hang out with me	worry
1700	In Seattle Washington....im SOOOOO hungry&amp;i miss alaska	sadness
1701	Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away	sadness
1702	On a boat. On the way out to Norrï¿½ra. Gonna chill for a while, Party tonight!	happiness
1703	@latinavanessa I'm sooo ready for a beautifyl day	happiness
1704	@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30	neutral
1705	@HaleyFaye  Why?	worry
1706	@HJSWritergal or you could really do someone damage by cutting in front of them in the star trek line.	neutral
1707	@MocityTwit g'mornin	neutral
1708	Not going to the dance recital and now i feel like a piece of shit cuz it cost so much money	neutral
1709	You should retweet others good tweets at least 10 a day to get involved into things at twitter	happiness
1710	A bit early to confirm a trend, but daily site signups are still on the rise	neutral
1711	@alansmitheejp yeah i want to know what that is too!	worry
1712	going down the post office to try and sort this whole ebay hacker thing	sadness
1713	Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife	happiness
1714	Changed my username	neutral
1715	Goodmorning world	worry
1716	@DatBoyXO oh wow...hope he's ok  u take him 2 the vet?	worry
1717	I have the best Brother-in-law in the World. He just sent me Twilight Blue ray gift set. Now if I only had a blue ray player	sadness
1718	@jmorgan0909 and I'm not getting another one ... There's only 1 alfie	sadness
1719	@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work	worry
1720	@ME215 I know it's just a sprain. It's a repetitive injury for me.	worry
1721	Just got a new Ipod.  Life's Good.	worry
1722	it's good to see all my family  was a good day today	love
1723	@diamondhead94 oh the noon? I don't know if I can make that one...I only get 30 min for lunch	worry
1724	@JustinofG4P i hope you feel better	worry
1725	In this exact moment i have decided that in some point in my life.. i am going to adopt a child	neutral
1726	Had a Great weekend!! and is in such a good mood, she doesn't even mind being at work this morning!	happiness
1727	@loisheilig I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.	neutral
1728	So happy. Great, glowy, ravey, beery night. Now smokey, pizzary night with cool friends. And I love liz  x	love
1729	@Bob121378 everything okay?	neutral
1730	Wow, my bed is SO comfy &amp; my nap has been much too short. Getting up for work = do not want.	sadness
1731	@Alexa997 Isnt it only like 3 episodes though? Sad	love
1732	@hot30 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!	worry
1733	@dougiemcfly Have a great show Doug, have fun. Im sorry that I wont be there to watch you	sadness
1734	@Mollieandme Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x	happiness
1735	had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!	happiness
1736	@djjamminjoe that's cold	neutral
1737	Internet stopped working right in the middle me quantum leap.  grr	neutral
1738	@babygirlparis So romantic!!!!I hope you both have an amazing time...and paparazzi don't follow you!!You need more privacy with Doug  xoxo	love
1739	@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!	happiness
1740	think he caught swine flu, cant do test tmorow. sorry school	worry
1741	sooo im 20 n im just now findin out i have asthma	worry
1742	Afternoon all - how is everybody?	neutral
1743	@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted	sadness
1744	@LaDyBuG21 Thanks	neutral
1745	@erezmizrachi @mominisrael thanks	neutral
1746	@capricorn_one Could use GarageBand though it's probably overkill.	worry
1747	@Alleywater She's good. Trying to suss out chap 7 when I'm not working. Trying to suss out a lot of things, but meh, you know whatever!	worry
1748	@findingurstyle lol it's funny but it's not the back... it's all in the legs ;) and I've never hurt my back! Thank God!  Thanks 4 watchin!	worry
1749	@deversum lolz  I'm the other way 'round. My English is better than my Dutch (which is considered weird here :p)	neutral
1750	Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I &lt;3 TD http://tinyurl.com/m5y2mw	sadness
1751	@TrudieDreyer I can't DM you because you aren't following me	neutral
1752	@bighit15 There is only one you...therefore, you are an absolute original. See? Hanging with artists is good for the soul	neutral
1753	@michelereinach Molly was born on my birthday!!!! *cue twilight zone music*	love
1754	@MGChislett  Is there going to be any more TAI TV? Ah I hope so	worry
1755	@vmahmud I am at my office now, dude. yeah, get one!!! come on, let's go live! geez, all u need is time to practice. U'll get used to it	love
1756	im gonna fail this test miserably in history	sadness
1757	@johncmayer if ur as awesome as i think u are u would sooo write me back  a lil something   &lt;--- crossing fingers	worry
1758	sweet dreams!	neutral
1759	@geraldnapoles College cops: they get suspicious when they see more than one person in a group together.	neutral
1760	@ihatecrayons i'm so fucking nervous!!!	worry
1761	anyone excited for harry potter like i am. damn twilight postponed my first love   oh well off to find some hai chai	happiness
1762	@rjramos very cool	happiness
1763	@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops	happiness
1764	Happy Mother's Day! --  http://bit.ly/LRSnG  Mother Lover - J-Tim &amp; Andy Samberg video, hilarious	love
1765	soon going to germany.. just one hour left	neutral
1766	can't stop smiling  i'm in the best mood right now!!!!!	happiness
1767	reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright	worry
1768	@sharonhayes: &quot;Congrats my friend on ruling Canada @iamkhayyam *hugs&amp;gropes*&quot; Just for today I'm #1  ? http://blip.fm/~5z3oi	love
1769	i cant sleep	worry
1770	im going to cardiff today. shopping	neutral
1771	@lancegross http://twitpic.com/4vd89 - such a good looking cpl!! can't wait to see what kind of kids y'all will have!	happiness
1772	happy mothers day to all those special moms out there.... i luv u mommy!!	neutral
1773	@tammytrent **left off the &quot;again&quot; in the title...whoops!	sadness
1774	@hindupez Maybe JD can help you out there I don't know though  But I will ask!	neutral
1775	It's mother day, my mom is still there and better than a week ago, I am happy  Weird knowing it's the last one, tho.	worry
1776	sandwichesss, then work	worry
1777	@sapphire_05 I know booskie. HE is everywhere I am. &amp; U too. Thank u for the reassurance! I love u.	love
1778	@richa_august84 I think Chrony meant an ape called TR Rajendran. Not Russell Peters.	neutral
1779	@_Bella_Cullen13 @RosalieHCullen @Esme_Cullen26 @alicecullen01 @NeSsIe_Cullen10  These are my family girls  love u guys *smiles*	love
1780	Just had the best shower ever  Still completely deaf in one ear but kinda getting used to it now!! Gonna watch 'the women' now!	happiness
1781	@yeawatev Lame remarks like &quot;I wonder if they like blondes in NZ&quot;.  Umm...only if you have to ask.	neutral
1782	Save The Readheads!	neutral
1783	@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training	happiness
1784	why nobody write with me ? !	sadness
1785	going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.	happiness
1786	wearing a pair of trousers that were loose last year, tight this year	worry
1787	Engaged May 1st to the best guy  I could not be happier! I love you Jay!	love
1788	@justinbrighten happy birthday justin! have a lof of fun!!! God bless	love
1789	@pcsketch It would be cheaper to take on The Spirit Of Tasmania (The ship from the island I am on). Busses are expensive to ship	neutral
1790	in the airport!!!  only 8 hours til hoommee!	happiness
1791	@Samantha797 Yay! Tell her I said congrats	happiness
1792	Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?	neutral
1793	@thegoodhuman Sorry to hear, wish there were words to make it better you	worry
1794	Browsing digital art tutorials (like those found at Henning's site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?	neutral
1795	@NathanFillion hey, what about us followers in ATL!!!!	worry
1796	@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night	happiness
1797	@greggrunberg Or a wonderful talking alarm call from I-Phone or Bed side Alarm call! I can just imagine the wake up messages lol	love
1798	Waking up after talking on the phone to my amazing friend all night long. My eyes and stomach are the only ones complaining. I love boy.	love
1799	@PoynterPerve i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong	neutral
1800	i feel super sick	sadness
1801	@nzbeks word......funeral....just had one 2day	neutral
1802	looking at the sunshine out of my office window	worry
1803	I REALLY think there is play-doh in my tastykake brownie	neutral
1804	made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker	neutral
1805	man u know things get very interesting sometimes lolll....im just 2 damn good	neutral
1806	@MySurveyExpert Hi Jeanne! I host a community dedicated to helping professional women balance their careers with the REST of their life.	neutral
1807	@AnsamsKitchen  walah me 2 still i am not getting the full idea	worry
1808	I have clocked out for possibly my last time at Northview Middle School.	neutral
1809	@patofnavar Dylan Dont think twice.	love
1810	@markmacleo just checking	neutral
1811	weekend along with the summer is here so why do I feel sad?	love
1812	time for mimi's	happiness
1813	@mitchelmusso how do you call that number from the UK ??  I really want to call u but I don't know how to  xxxxxx	neutral
1814	@birdsall Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you	sadness
1815	@eCheers Random has an a	neutral
1816	Waking up way to late = bad.  Getting yelled at for it later = worse.	worry
1817	Lovin' @miacarruthers, @TheRealJordin, &amp; @Adrienne_Bailon SOOOO much right now!	love
1818	@JeffSays yeah, precisely what I was thinking	worry
1819	@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work	neutral
1820	@algarcia3505 I want to get all dressed up and go out to, but I to have no one to go with, I'm with you mentor	neutral
1821	At school, it's so boring	sadness
1822	@KoFiBaBy wats gooood !! miss yall already	sadness
1823	great night! great peolple!	love
1824	@Pranajama I've never been to Prague, but if i had the money, it'll be in the 10 first cities I visit	happiness
1825	@sabbypar when next week are you leaving? Am off somewhere next week as well.	neutral
1826	Massive headache	sadness
1827	@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?	happiness
1828	Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!	happiness
1829	My brother is making banana shake. Yesterday he made mango shake. He's our shake guy.	love
1830	I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics	sadness
1831	@amyxstftk actually, i really do. mostly when i forget to take off my makeup before bed	sadness
1832	been playing with the new phone.. think I got it all figured out	neutral
1833	Living my life	happiness
1834	@laracasey: LOVE you walking us through this event. So fun. Blue water. Surplus of donuts... what a great night!	love
1835	Why hasn't he called. I'm being blown off yet again.	sadness
1836	Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4	neutral
1837	Good Morning	neutral
1838	@mohandoss ?????? ???????? ????? ????????. ????? ?????????   @anbudan_bala thanx for the sixer comment	neutral
1839	@drhodenbaugh Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi	neutral
1840	@Rubios_BeachMex Can't DM you since you don't follow me.	sadness
1841	@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx	sadness
1842	chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me	sadness
1843	@MollyMaison moooooooooooooooo? lol i copied that last.fm thing you had  looks good	worry
1844	ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet	worry
1845	Lovely morning to cycle to work but met with a 29 degree office	neutral
1846	I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!	love
1847	Over-thought tying my shoe, couldn't figure it out for a while	worry
1848	I can't find @HRHBrianthecat  hope he didn't get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*	worry
1849	2 more days till half term is over	neutral
1850	doing Accounting homework  Just nicely got a 50p for the project &lt;3	love
1851	@TaylaMe3 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol	neutral
1852	.@orbitaldiamonds I want all the soldiers to come home so we don't have to hear about anymore being killed.	worry
1853	says i always love fifth!   and tomorrow is 5th!  (dance) http://plurk.com/p/rpmyd	love
1854	http://bit.ly/ZGuQP  What would happen if the Bees died?	worry
1855	not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd	worry
1856	@MissLaniSasha lmfao!!! Yea anyone?? Please?? We're really pretty!!!	worry
1857	Work day 7 of 7,	worry
1858	Whistling while you work = LAME! lol	happiness
1859	Laying ALONE!! Since Mook's soo comfy in his f'n play pen. I thought it was ill at first now I don't have no one to cuddle with...	worry
1860	thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush	worry
1861	@Xx_JessicaB_xX yip.....aw gonna miss them on bb	sadness
1862	Preston stayed home and I don't know why	worry
1863	@yaseminx3 hahahahaha, I have a day off	love
1864	Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website	worry
1865	@ROBsessedBlog Welcome back, and thanks for the pictures. You made my morning 100% better	love
1866	Cleaning + finding stuff to sell. I'm so poor.	worry
1867	@pd1ddee i havent got a call	neutral
1868	Just finished watching He's Just Not That Into You.  Loved it.	neutral
1869	@AFMikey413 that sigh doesn't sound happy.	worry
1870	@CocaBeenSlinky morning! I'm in the garden getting air	neutral
1871	Zombies make great huggers b/c they don't lower their arms or move to fast...  ï¿½ @zaneology (via @sharonhayes)	worry
1872	Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.	love
1873	Season 1 of Lie To Me was serious. Damn, now here comes the wait.	sadness
1874	Only 5mins till my baby's back from work	love
1875	I think I wanna grab a lil wind turbine too! Hehe   ill have a mini power plant by the end rofl	neutral
1876	rain drops keep falling on my head..	sadness
1877	@SaundraYee hey, welcome to Twitter	neutral
1878	Can't wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!	happiness
1879	in accounting class ; then detention after	sadness
1880	@lyssaloo I was gonna text u and ask what puff meant!!	worry
1881	Under sooooo much stress lately	worry
1882	I'm so depressed right now. IDK...	sadness
1883	Twitter's being lame and won't post my twitpic of Gucci and I	sadness
1884	@Xulap Consider yourself lucky.  It hasn't rained here in ages.   It's depressing.	sadness
1885	Has lost his vocie and Adele is laughing at me LOL and still wondering why I'm in college on me week off	neutral
1886	@johncmayer ur really the sweetest person ever! thanks for making everyone's dreams come true..(p.s) my dream is for u 2twitter me back  x	love
1887	Grr...Fatboy Slim is out of the EDC Lineup.	sadness
1888	@Snakecharmers It's becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.	neutral
1889	computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.	worry
1890	@mileycyrus I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS	worry
1891	What a great day! Time with some family, an amazing voice studio party at my prof's home, and a finance study date with @allyson_marie!	worry
1892	@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!	sadness
1893	Brianne. Can you call me when convenient? I don't have you # and am not near comp	worry
1894	oowww...why do wisdom teeth hurt so much	sadness
1895	Guess what? mom adopted a kitty today (11 months) His name is Corky	happiness
1896	@jimmymarsh617 awesome job last night!	happiness
1897	http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I've broke my battery again	worry
1898	@saraxmazing ah! NFG were super amazing! Jordan is 'pretty legit'!! Can't stay longer 2 meet everyone cuz we hv 3 hour drive home!	happiness
1899	I just finished first season six feet under	love
1900	i have three hours to do my hair. and it STILL won't be straight	worry
1901	i also realized this weekend how many people are only internet hot...ok catty comment out of the way for the week	neutral
1902	@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...	sadness
1903	Anybody to have good tips for budget lodging in Tokyo?	neutral
1904	@judez_xo oh and i know brody and erin	worry
1905	Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me &amp; I am thankful for you!!	sadness
1906	@Xx_Elmo_xX awhh you alright ?	worry
1907	I don't like waiting	sadness
1908	@davewat1 Stop what?	neutral
1909	@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.	happiness
1910	@Jayme1988 not really sure. need to deposit and save some money	neutral
1911	loving phuket with melai and badette. i'll be coming home soon  imiss everyone	happiness
1912	@DavidArchie Did you end up finding something good and cheap for breakfast?	worry
1913	tummy ache.	sadness
1914	@Squiretwizz You're right- you don't do sympathy very well	sadness
1915	@cindypon ComicCon? That's cool!	happiness
1916	Headed back to Pulaski	neutral
1917	The bunny is longing for the hoodie she left in the car   brrr....	sadness
1918	@RedStarFuture awww NO. you're not ugly.	sadness
1919	@tldavidson thanks	neutral
1920	@ProfessorSpork I actually envy you even though I've already seen it.  It was that good!	happiness
1921	At school. Blagh. Yay I'm getting the IPhone in August!!	sadness
1922	@zhighlife people r weird	sadness
1923	@flashyfem Sorry to hear that.  If I didn't already so much planned this weekend, I'd have considered going too.	sadness
1924	@iwan2ctheworld she passed away in April.  she was really sick with a genetic disease.	worry
1925	@shopbatty  you may have to email the tech support ppl. that's odd.	neutral
1926	And I just love every little thing about you...	love
1927	@sharagrif what a riot..now you can tell you're friends you've got chlamydia..but you're hoping to get pox-syphilis soon	worry
1928	wish i can be with her every day	love
1929	wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert	neutral
1930	Happy Mothers Day	love
1931	@SelfEdge what causes the frustration buddy?	worry
1932	@RX2904 Nice! You should submit that to failblog.org	happiness
1933	@bimbler I have too much work to drink now.   but I do love afternoons in the pub.	sadness
1934	Happy Mothers Day mummy	love
1935	feelin lonely now after spendin the last 50 hours with my friends	sadness
1936	@billzucker thanks will try to behave	neutral
1937	Wish I brought some warmer clothes. It's chilly here.  only negative thing about the trip (&amp; the no sun which is connected to chilliness)	worry
1938	@Abbyluvsaj nice! I wish twitter would tile mine	sadness
1939	off for a run. moon-day is not that bad after all...  #fb	neutral
1940	Working now	neutral
1941	not at all happy...dont know what the reason is	sadness
1942	just woke up, and my tummy hurts  there's always something wrong with me :S	worry
1943	My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time	worry
1944	have to change practice pools, someone threw up in our normal pool	sadness
1945	@saraLDS Thanks for that, Sara	happiness
1946	@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad	sadness
1947	well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.	sadness
1948	@mmitchelldaviss It saddens me, you're youtube has changed. It's just like every other youtube kid, you used to be different	worry
1949	@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much	worry
1950	@solutioncoach  Great! I'm glad you enjoy them  I hope you have a GREAT day	neutral
1951	after 11 months....back to twitter again	neutral
1952	CREDIT CARDS ARE NO FUN WHEN THEY ARE MAXED OUT!!!!	worry
1953	@NewJourney09 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?	neutral
1954	Boo to the rain. Just got all pruney in the bath  oo its may day..the crazy morris dancers will be having it large in ampthill lol.	sadness
1955	@sarasso619 i'll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.	neutral
1956	@DannysGhirl no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol	worry
1957	More big hair rock for bank holiday Monday always seems fitting IMO  ? http://blip.fm/~5jfuu	worry
1958	just had cheese on toast with ham (: about to get ready to go to LONDON!	happiness
1959	@michaelmagical Oh its dinner time here. still sulking over missing your fillet min   *sob* so having tea &amp; toast	sadness
1960	@fountain1987 Ooh!Wish i was there.Just watched Hollyoaks on E4.So sad,please dont leave chris!	worry
1961	Just had another Army-provided root canal. Not fun. I'm starving and craving lunch at Paloma Blanca. That's a long way from here.	worry
1962	R.I.P. 60GB Playstation 3  YOU WILL BE MISSED!!!   November 2006 - May 29 2009	neutral
1963	going to bed	neutral
1964	@mallz Thanx love	love
1965	Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.	sadness
1966	@makirules I sent you a FR yesterday.	neutral
1967	curled up on the couch like a question mark, mind like jell-o. ah, tis such a joy to be a woman	happiness
1968	Got some new clothes  and series one of supernatural on dvd	neutral
1969	@AlicePalice thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x	love
1970	My knee is killing me	worry
1971	Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!	worry
1972	Recogns he could get his assignments out of the way by June  bring it on	worry
1973	@falselove OH THAT'S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie's body; &amp; ..... I FORGET!!	sadness
1974	I  have always been a sucker for the sound of an acoustic guitar!	happiness
1975	Mmmmmmmm... ? it in the morning	neutral
1976	@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....	neutral
1977	@annwhit hiya! been looking for you1	love
1978	i like this Dr. Seuss quote - ï¿½You know you're in love when you can't fall asleep because reality is finally better than your dreams.&quot; -	love
1979	Ra'anana is a wonderful place	happiness
1980	ill and bored on bank holiday.. Nothings open.. Bad times.. Film it is	sadness
1981	@yvasquez82 Thank you sister!!	happiness
1982	@JHall510 I'm good just bored at work	sadness
1983	the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad	worry
1984	@Jayo240 I don't know how to use this	worry
1985	Need to fold laundry and finish dishes... clean out the rabbit's cage too. That's about it that really needs to be done... doable	worry
1986	ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!	happiness
1987	.... So I always get left out	sadness
1988	@MichelleCorydon Thanks!	happiness
1989	@thek3sha ???    ?????? - http://bit.ly/nAcK2	neutral
1990	Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!	neutral
1991	another lazy day i supposee	worry
1992	last day at Adobe  buuuut I just registered for online tech writing course!	neutral
1993	what am i gonna do when my iphone is full!	worry
1994	@mizzlianne that's so *sweet*..	happiness
1995	WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!	neutral
1996	says I miss plurking.  http://plurk.com/p/wxion	neutral
1997	@zeldman For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q	worry
1998	Trying to go to sleep but no luck  I think i'm sick... =S	worry
1999	yeah, I was wasting my time  fail	worry
2000	@AnastasiaEsper Aren't we though? lol He's at work now and I miss him  blah Wut cha up to?	worry
2001	@cathrynbray sorry	worry
2002	@cassiewho haha no problem, it's fun isn't it	happiness
2003	Good morning from RSA Twitterverse!! Please send me some happy vibes &amp; cheerfulness today I'm feeling a little sad	happiness
2004	I hate tossing and turning.. Why can't i just fall asleep?	worry
2005	Starting my 2nd shift! Im going to miss like an hour of the lakers game!	worry
2006	can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !	sadness
2007	@loyaleagle good catch!  Thanks a bunch- have to put up a new widget.	happiness
2008	@shaundiviney :O:O:O:O:O:O:O You Like Sweeney Todd TOO!?!?!   (Y) Best Movie (Y)	love
2009	My home made red velvet cupcakes were pretty damn good! now to master the frosting... goodnight!	love
2010	@DonnieWahlberg The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show ;-)	worry
2011	@AndreaKoeln I listen it right now - so much fun!!!  No I just have to get it somehow	happiness
2012	@juleswriteslove you're absolutely welcome.  i love you too and am happy i was able to help make that moment happen.	love
2013	@laurenglennon I's sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]	happiness
2014	@Drlebron - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed	happiness
2015	AC getting installed today	neutral
2016	@jasontryfon Are they abusing your service? Manual follower management is a pain. I love the style.	worry
2017	@KinkyInkTattoos Always have wanted to go to Oz	neutral
2018	Ran out of money. I r a sad panda	worry
2019	finally accepting the fact that all cute guys are taken	sadness
2020	Well, @suzylake I discovered I can't swim.  I'm out.  Sorry	sadness
2021	Being dragged round Ikea this morning  Bad times!	worry
2022	The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work	worry
2023	@debaoki Thanks for getting me bottled water.	love
2024	@thesedreams I see you didn't shave your head. But I *LOVE* the cut.  I'm glad you didn't shave it. Your hair's too pretty!	love
2025	@chuckwelch that's half the solution, it doesn't address the intrusion into the link-sharing process, but thanks	neutral
2026	Just checked email and got a follower withb same name as me living in Oz. Welcome on board my alrer ego @changa13	happiness
2027	@fredheader  ha ha, and what game is that? i like games	love
2028	I just eat a reallyyy good ice cream!	happiness
2029	wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u	neutral
2030	@FunkShoi You can save it for next time!!   ? http://blip.fm/~5z2sv	neutral
2031	@jaztwitta welcome home babe!	happiness
2032	Happy Mothers Day!	neutral
2033	@gcrush thank YOU!! You guys did awesome things for my blog tonight  so grateful!!	happiness
2034	@zaroi Dammit, you beat me to it	neutral
2035	@fudgecrumpet saw the deforestation.so not surprised of bad back but @mrsfudgecrumpet moan back at you.lol	sadness
2036	Trying to calm down kitten.  She is so rowdy.	worry
2037	@Philip5150 at the #manics gig.  Toasting your speedy recovery - sorry you can't be here	worry
2038	That's how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.	worry
2039	@JonnyRadtke i'll miss you when i go to future kill hannah shows	worry
2040	@Donniesbabe I will post it later. Its not on my comp	neutral
2041	Ed is off to Cornwall with school for a week confused   +	worry
2042	Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard	neutral
2043	Suddenly I remember all the memories with him  ohhh please	sadness
2044	now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...	sadness
2045	Just finished watching terminator. Other than the music nothing is great	neutral
2046	at Shriya's	neutral
2047	@The_Tempter Blog de uns colegas meus de BH	neutral
2048	@solangeknowles Nice!!!!!!!! I WILL be there	love
2049	@uncomplex not sure I can make it afterall	worry
2050	@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier	happiness
2051	@smf_always3 okay well thank you you are so beautiful too	love
2052	don't ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!	love
2053	@emjhoistarr Hello. New follower lang po. Tweet to meet you.	neutral
2054	@danielleg1709 hahaha this is super late, but thank you!!	sadness
2055	@rkref are you making fun of the @cspan call-in guy?	neutral
2056	@Bearablescents The SiteWarming parties usually do very well....if I do say so myself.    #sigjeans	neutral
2057	@eogasawa psh... I'm not cool enough to go to their open-houses.	worry
2058	Why does Urban Outfitters taunt me with amazing clothing that's way too expensive.	worry
2059	Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me	sadness
